,Name,Gender,DOB,Occupation,Block/Village,District/city,State,PIN,NomineeName,NomineeRelation,NomineeAge,PolicyId,Insurer,Typeofcover,EffectiveDate,ExpiryDate,PremiumRate,PremiumMode,PolicyName,InsuranceCompany
3045,Janet Rozario,Male,2/19/1986,transport-moving,mahoba,kumbakonam,Tamil Nadu,476444,noone,armed-forces,36,3045,Praveen,life insurance for one person,12/7/1995,7/7/2020,5%,offline,Sampoorna samridhi plus,Max Life Insurance Co. Ltd.
3046,JANPRIYAKAR JHA,Male,3/3/1977,armed-forces,wasunde,Kolkata,West Bengal,344704,noone,adm-clerical,51,3046,suraj,life insurance for one person,6/13/1994,7/7/2020,6%,offline,Pru Signature,HDFC Life Insurance Co. Ltd
3047,GANGA JANAKIRAM,Female,23181,protective-serv,jaoli,Ankleshwar,Gujarat,246121,noone,machine-op-inspct,44,3047,suraj,life insurance for one person,11/18/1994,7/7/2020,7.5%,offline,sanchay,HDFC Life Insurance Co. Ltd
3048,JanakiRam Kollu,Male,9/5/1981,prof-specialty,kopargaon,Vishakapatnam,Andhra Pradesh,301707,noone,priv-house-serv,31,3048,Ajay,life insurance for one person,6/22/1990,7/7/2020,7.5%,online,jeevan labh,ICICI Prudential Life Insurance Co. Ltd
3049,JASDEEP KAUR,female,1/7/1988,craft-repair,bahariya,Mumbai,Maharashtra,624703,noone,armed-forces,48,3049,Ankit,life insurance for one person,1/2/2001,7/7/2020,7.5%,online,sampoorna nivesh,Max Life Insurance Co. Ltd.
3050,jaskaran singh,Male,1/19/1988,tech-support,baad,Jalandhar,Punjab,606604,noone,protective-serv,41,3050,Ajay,life insurance for one person,7/5/2001,7/7/2020,7.5%,online,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
3051,ANUJ KUMAR,Male,2/6/1986,transport-moving,chalsigaon,Ranchi,Jharkhand,581317,noone,machine-op-inspct,28,3051,Ajay,life insurance for one person,12/27/2001,7/7/2020,5%,offline,aadhar shila,Life Insurance Corporation of India
3052,Jaspal Bedi,Male,11/16/1980,adm-clerical,kandhar,Hyderabad,Andhra Pradesh,306103,noone,craft-repair,45,3052,suraj,life insurance for one person,6/29/2006,7/7/2020,6%,offline,jeevan labh,Life Insurance Corporation of India
3053,Jaspreet Singh,Male,28514,armed-forces,dehtora,Ghaziabad,Uttar Pradesh,604402,noone,adm-clerical,44,3053,Ajay,life insurance for one person,10/24/1997,7/7/2020,7.5%,online,sampoorna nivesh,Life Insurance Corporation of India
3054,JASWANT SINGH,Male,8/6/1984,prof-specialty,juni,Bhopal,Madhya Pradesh,493662,noone,handlers-cleaners,48,3054,Ajay,life insurance for one person,6/13/1994,7/7/2020,7.5%,offline,Pru Signature,Max Life Insurance Co. Ltd.
3055,jaswant jamwal,Male,9/26/1987,protective-serv,bahariya,Haridwar,Uttaranchal,581208,noone,adm-clerical,32,3055,suraj,life insurance for one person,7/6/1996,7/7/2020,5%,online,Health insurance plan,HDFC Life Insurance Co. Ltd
3056,vinod phalswal,Male,29441,sales,Amgaon,New Delhi,Haryana,811303,noone,transport-moving,35,3056,Ankit,life insurance for one person,11/10/2005,7/7/2020,7.5%,online,jeevan umang,HDFC Life Insurance Co. Ltd
3057,jatin kashwani,Male,12/26/1986,armed-forces,chandarpur,katihar,Bihar,475110,noone,armed-forces,39,3057,Praveen,life insurance for one person,4/30/2013,7/7/2020,6%,online,Life Uday,HDFC Life Insurance Co. Ltd
3058,JATIN GUPTA,Male,1/25/1982,tech-support,albatia,New Delhi,Delhi,314036,noone,handlers-cleaners,36,3058,Ankit,life insurance for one person,12/3/2012,7/7/2020,5%,online,jeevan umang,Life Insurance Corporation of India
3059,JATIN TOMAR,Male,10/16/1992,priv-house-serv,karjat,Gorakhpur,Uttar Pradesh,209210,noone,transport-moving,30,3059,Praveen,life insurance for one person,7/20/2008,7/7/2020,5%,online,jeevan anand,Life Insurance Corporation of India
3060,javed akhtar,Male,5/9/1983,armed-forces,amalner,Raipur,Chhatisgarh,799105,noone,armed-forces,40,3060,suraj,life insurance for one person,11/15/2000,7/7/2020,6%,online,jeevan umang,Life Insurance Corporation of India
3061,Beulah Laddu,female,10/17/1985,armed-forces,akole,Tirupati,Andhra Pradesh,803107,noone,armed-forces,43,3061,Rahul,life insurance for one person,8/13/2004,7/7/2020,6%,online,jeevan labh,HDFC Life Insurance Co. Ltd
3062,javith shajahan,Male,4/22/1979,armed-forces,Etapalli,Chennai,Tamil Nadu,835214,noone,sales,41,3062,Ankit,life insurance for one person,3/10/1991,7/7/2020,7.5%,offline,Life Uday,HDFC Life Insurance Co. Ltd
3063,JAWAHIR JUNAITH,Male,10/10/1985,adm-clerical,jiwati,Palakkad,Kerala,768034,noone,tech-support,60,3063,Rahul,life insurance for one person,6/8/2002,7/7/2020,7.5%,offline,sanchay,Life Insurance Corporation of India
3064,jawed aquil,Male,32752,sales,handia,Jamshedpur,Jharkhand,783339,noone,sales,42,3064,Praveen,life insurance for one person,12/19/2001,7/7/2020,6%,offline,sanchay,HDFC Life Insurance Co. Ltd
3065,jay sharma,Male,7/21/1982,exec-managerial,bhokar,sabalgarh,Madhya Pradesh,516126,noone,adm-clerical,43,3065,Ankit,life insurance for one person,12/16/2011,7/7/2020,6%,online,jeevan umang,Bajaj Allianz Life Insurance Co. Ltd.
3066,JAYA TIBREWAL,female,10/25/1989,exec-managerial,bhokar,PADRAUNA,Uttar Pradesh,781305,noone,sales,27,3066,Rahul,life insurance for one person,2/26/2005,7/7/2020,7.5%,online,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
3067,Janardhana Rao,Male,1/25/1968,prof-specialty,dhanupur,Vishakapatnam,Andhra Pradesh,768107,noone,armed-forces,39,3067,Ajay,life insurance for one person,4/29/2010,7/7/2020,7.5%,offline,Life Uday,Bajaj Allianz Life Insurance Co. Ltd.
3068,Murali Mohan,Male,7/15/1984,machine-op-inspct,alikha,Chennai,Tamil Nadu,811303,noone,armed-forces,31,3068,Ajay,life insurance for one person,8/23/1994,7/7/2020,5%,online,jeevan labh,ICICI Prudential Life Insurance Co. Ltd
3069,jayachitra sams,female,4/19/1981,sales,deglur,Chennai,Tamil Nadu,388130,noone,protective-serv,28,3069,Ankit,life insurance for one person,9/25/2001,7/7/2020,5%,online,jeevan umang,Max Life Insurance Co. Ltd.
3070,jayadev inagant,Male,6/10/1984,sales,kurla,Guntur,Andhra Pradesh,272148,noone,craft-repair,44,3070,Ankit,life insurance for one person,12/6/1993,7/7/2020,7.5%,offline,aadhar shila,Life Insurance Corporation of India
3071,JAYAHAR M A,Male,4/1/1983,sales,koraon,Thirpparappu,Tamil Nadu,742101,noone,farming-fishing,43,3071,Praveen,life insurance for one person,11/21/1991,7/7/2020,5%,online,Health insurance plan,Max Life Insurance Co. Ltd.
3072,jayakumar subra,Male,7/29/1976,machine-op-inspct,ghatanji,Hyderabad,Andhra Pradesh,496334,noone,craft-repair,51,3072,Praveen,life insurance for one person,5/23/1999,7/7/2020,7.5%,online,jeevan anand,HDFC Life Insurance Co. Ltd
3073,Jayal Singh Pra,Male,30357,exec-managerial,Amravati,Bargarh,Orissa,843103,noone,farming-fishing,59,3073,suraj,life insurance for one person,6/5/2011,7/7/2020,5%,online,Term Insurance,ICICI Prudential Life Insurance Co. Ltd
3074,Jeya Lakshmi,Female,2/3/1986,tech-support,Amgaon,Chennai,Tamil Nadu,678007,noone,other-service,53,3074,Rahul,life insurance for one person,2/21/1995,7/7/2020,7.5%,offline,term insurance with return,HDFC Life Insurance Co. Ltd
3075,JAYANT PRASAD,Male,3/25/1974,armed-forces,dhanupur,Bangalore,Karnataka,642007,noone,protective-serv,49,3075,Ankit,life insurance for one person,1/5/2012,7/7/2020,5%,offline,Life Uday,Life Insurance Corporation of India
3076,JAYANTA ROY,Male,2/21/1977,protective-serv,medhava,Kolkata,West Bengal,756043,noone,handlers-cleaners,26,3076,suraj,life insurance for one person,8/22/1991,7/7/2020,5%,online,sanchay,Max Life Insurance Co. Ltd.
3077,jayant kkumar,Male,32605,adm-clerical,bada,darbhanga,Bihar,823003,noone,armed-forces,38,3077,Ankit,life insurance for one person,6/11/2008,7/7/2020,7.5%,offline,sampoorna nivesh,Life Insurance Corporation of India
3078,jayanthi dharma,Female,7/12/1987,handlers-cleaners,rahuri,Chennai,Tamil Nadu,480331,noone,exec-managerial,24,3078,suraj,life insurance for one person,7/16/2003,7/7/2020,5%,online,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
3079,jayanth katukot,Male,10/29/1976,armed-forces,kudal,Hyderabad,Andhra Pradesh,515611,noone,adm-clerical,34,3079,Rahul,life insurance for one person,10/25/2012,7/7/2020,6%,online,term insurance with return,Bajaj Allianz Life Insurance Co. Ltd.
3080,Jampani Jayapra,Female,4/30/1986,handlers-cleaners,medhava,Bangalore,Karnataka,457993,noone,other-service,38,3080,Ajay,life insurance for one person,11/29/2001,7/7/2020,5%,online,aadhar shila,HDFC Life Insurance Co. Ltd
3081,Amuthasheela R,female,11/1/1980,armed-forces,dehtora,Chennai,Tamil Nadu,515311,noone,handlers-cleaners,33,3081,Ankit,life insurance for one person,4/5/2002,7/7/2020,5%,offline,sanchay,Life Insurance Corporation of India
3082,JAYARAM VEERARA,Male,5/13/1979,other-service,bhokar,Bangalore,Karnataka,535270,noone,prof-specialty,42,3082,Ankit,life insurance for one person,1/25/2008,7/7/2020,7.5%,offline,Health insurance plan,Max Life Insurance Co. Ltd.
3083,jayaram krishna,Male,6/21/1958,sales,mandi,Chennai,Tamil Nadu,737126,noone,sales,39,3083,Ankit,life insurance for one person,1/10/2012,7/7/2020,7.5%,offline,Term Insurance,Bajaj Allianz Life Insurance Co. Ltd.
3084,S JAYA,Male,5/12/1968,tech-support,sadarban,Chennai,Tamil Nadu,756051,noone,sales,39,3084,Rahul,life insurance for one person,11/27/2005,7/7/2020,6%,offline,jeevan umang,Bajaj Allianz Life Insurance Co. Ltd.
3085,harish jayaram,Male,8/9/1969,protective-serv,jafrabad,Hassan,Karnataka,431801,noone,adm-clerical,48,3085,Praveen,life insurance for one person,1/1/2006,7/7/2020,7.5%,offline,sampoorna nivesh,HDFC Life Insurance Co. Ltd
3086,jayasoorya nair,Female,7/14/1986,farming-fishing,kudal,Thiruvananthapuram,Kerala,251001,noone,prof-specialty,38,3086,suraj,life insurance for one person,11/13/1995,7/7/2020,7.5%,online,sampoorna nivesh,Bajaj Allianz Life Insurance Co. Ltd.
3087,JAYAVEL SEETHAR,Male,1/14/1971,handlers-cleaners,parner,Kulithalai,Tamil Nadu,271123,noone,farming-fishing,35,3087,suraj,life insurance for one person,4/27/2012,7/7/2020,6%,online,jeevan labh,Max Life Insurance Co. Ltd.
3088,JAYDEEP NANDANI,Male,12/22/1987,sales,jintur,Surat,Gujarat,457226,noone,prof-specialty,36,3088,suraj,life insurance for one person,7/13/2013,7/7/2020,6%,online,aadhar shila,HDFC Life Insurance Co. Ltd
3089,JAIPAL REDDY,Male,9/10/1986,adm-clerical,pathardi,Hyderabad,Andhra Pradesh,393135,noone,armed-forces,39,3089,Rahul,life insurance for one person,5/17/1994,7/7/2020,7.5%,online,term insurance with return,HDFC Life Insurance Co. Ltd
3090,JAYESH BHAVSAR,Male,9/3/1984,transport-moving,albatia,Pune,Maharashtra,507302,noone,tech-support,33,3090,Ajay,life insurance for one person,10/3/2000,7/7/2020,6%,online,Life Uday,Bajaj Allianz Life Insurance Co. Ltd.
3091,JAYESH CHETTOOR,Male,10/26/1982,prof-specialty,kudal,Coimbatore,Tamil Nadu,125106,noone,sales,27,3091,suraj,life insurance for one person,11/9/1991,7/7/2020,6%,online,sampoorna nivesh,Life Insurance Corporation of India
3092,Jayesh Gaikwad,Male,11/26/1984,handlers-cleaners,jamkhed,Thane,Maharashtra,342022,noone,other-service,42,3092,Ankit,life insurance for one person,11/29/1999,7/7/2020,5%,offline,aadhar shila,Life Insurance Corporation of India
3093,JAYESH LAHOTI,Male,9/14/1986,prof-specialty,Achhnera,Bangalore,Karnataka,507116,noone,exec-managerial,40,3093,Rahul,life insurance for one person,6/18/1998,7/7/2020,6%,offline,aadhar shila,Bajaj Allianz Life Insurance Co. Ltd.
3094,Jayesh Vora,Male,12/9/1964,armed-forces,deola,Nagpur,Maharashtra,361007,noone,other-service,58,3094,Ankit,life insurance for one person,7/6/1996,7/7/2020,7.5%,online,jeevan labh,HDFC Life Insurance Co. Ltd
3095,JAYISH UPADHYAY,Male,7/15/1978,machine-op-inspct,chamrauli,Bhubaneshwar,Orissa,262576,noone,priv-house-serv,49,3095,Rahul,life insurance for one person,1/28/1993,7/7/2020,7.5%,online,Pru Signature,Bajaj Allianz Life Insurance Co. Ltd.
3096,jayakumar Anant,Male,31779,machine-op-inspct,chandarpur,Chennai,Tamil Nadu,523225,noone,priv-house-serv,32,3096,suraj,life insurance for one person,5/21/2010,7/7/2020,6%,online,Sampoorna samridhi plus,HDFC Life Insurance Co. Ltd
3097,jaynandan patel,Male,10/21/1982,tech-support,Ajhai,Raigarh,Chhatisgarh,456337,noone,adm-clerical,32,3097,Praveen,life insurance for one person,11/3/1996,7/7/2020,6%,offline,sampoorna nivesh,Life Insurance Corporation of India
3098,ALOK JAIN,Male,26024,handlers-cleaners,rajeshwar,New Delhi,Delhi,301405,noone,sales,59,3098,Ajay,life insurance for one person,2/18/1995,7/7/2020,7.5%,offline,Life Uday,Max Life Insurance Co. Ltd.
3099,JAYANTH DWARAK,Male,27315,other-service,korchi,Hyderabad,Andhra Pradesh,483225,noone,exec-managerial,57,3099,Rahul,life insurance for one person,7/15/2011,7/7/2020,5%,online,jeevan anand,Bajaj Allianz Life Insurance Co. Ltd.
3100,jeba durai,Male,12/25/1985,exec-managerial,jamkhed,Tuticorin,Tamil Nadu,143102,noone,tech-support,27,3100,suraj,life insurance for one person,8/12/1999,7/7/2020,6%,offline,Sampoorna samridhi plus,Max Life Insurance Co. Ltd.
3101,ranjeet kumar,Male,1/30/1987,sales,harali,Hyderabad,Andhra Pradesh,431152,noone,farming-fishing,49,3101,Ajay,life insurance for one person,4/25/1991,7/7/2020,5%,offline,sanchay,HDFC Life Insurance Co. Ltd
3102,Jeet Bhatia,female,3/26/1976,transport-moving,juni,Mumbai,Maharashtra,457993,noone,handlers-cleaners,37,3102,Ankit,life insurance for one person,1/29/1993,7/7/2020,6%,offline,sanchay,Max Life Insurance Co. Ltd.
3103,Jitendra Singh,Male,2/26/1987,adm-clerical,rajpur,Vadodara,Gujarat,576221,noone,adm-clerical,34,3103,Rahul,life insurance for one person,5/24/2004,7/7/2020,5%,online,Health insurance plan,ICICI Prudential Life Insurance Co. Ltd
3104,Muthulakshmi Ar,Female,3/30/1973,exec-managerial,bhor,Secunderabad,Andhra Pradesh,143528,noone,priv-house-serv,48,3104,Ajay,life insurance for one person,7/17/2005,7/7/2020,6%,online,Pru Signature,HDFC Life Insurance Co. Ltd
3105,JEEVAA RAMASAMY,Male,4/11/1988,farming-fishing,shevgaon,namakkal,Tamil Nadu,721629,noone,adm-clerical,33,3105,Rahul,life insurance for one person,8/24/2000,7/7/2020,6%,online,sampoorna nivesh,HDFC Life Insurance Co. Ltd
3106,SHEKHAR SHELKE,Male,4/14/1985,prof-specialty,akole,Mumbai,Maharashtra,721424,noone,transport-moving,56,3106,Praveen,life insurance for one person,6/24/2003,7/7/2020,6%,online,aadhar shila,ICICI Prudential Life Insurance Co. Ltd
3107,Jeevan Ravi DS,Male,4/29/1977,priv-house-serv,jamkhed,Mangalore,Karnataka,700120,noone,tech-support,43,3107,Ajay,life insurance for one person,4/4/2003,7/7/2020,5%,offline,Health insurance plan,Bajaj Allianz Life Insurance Co. Ltd.
3108,Jeeven Saini,Male,11/16/1963,other-service,handia,Chennai,Tamil Nadu,785684,noone,sales,50,3108,Praveen,life insurance for one person,11/27/1990,7/7/2020,7.5%,online,jeevan labh,Max Life Insurance Co. Ltd.
3109,Aniket Jeewanka,Male,1/20/1987,other-service,khalapur,Nagpur,Maharashtra,673003,noone,sales,33,3109,Praveen,life insurance for one person,4/28/1994,7/7/2020,6%,online,Pru Signature,ICICI Prudential Life Insurance Co. Ltd
3110,Jeganmohan Redd,Male,8/16/1978,priv-house-serv,chaka,Tirupati,Andhra Pradesh,813211,noone,exec-managerial,42,3110,Ajay,life insurance for one person,3/8/1998,7/7/2020,6%,online,jeevan umang,Max Life Insurance Co. Ltd.
3111,jegmendra jegme,Male,5/3/1983,transport-moving,rajpur,Meerut,Uttar Pradesh,385545,noone,adm-clerical,39,3111,Rahul,life insurance for one person,12/25/1997,7/7/2020,5%,offline,jeevan anand,Life Insurance Corporation of India
3112,Nimain charan,Male,11/28/1978,exec-managerial,pathardi,Cuttack,Orissa,321203,noone,machine-op-inspct,46,3112,Rahul,life insurance for one person,9/28/2007,7/7/2020,5%,online,jeevan umang,Life Insurance Corporation of India
3113,JERIN MATHEW,Male,2/7/1982,prof-specialty,meja,Bangalore,Karnataka,262534,noone,adm-clerical,51,3113,suraj,life insurance for one person,3/19/2014,7/7/2020,5%,online,Health insurance plan,Max Life Insurance Co. Ltd.
3114,Vasu Prakash,Male,1/10/1973,prof-specialty,jiwati,Chennai,Tamil Nadu,390014,noone,prof-specialty,43,3114,Praveen,life insurance for one person,12/6/2006,7/7/2020,5%,online,Life Uday,Life Insurance Corporation of India
3115,Jesni P A,Female,7/13/1986,exec-managerial,kehrai,Thiruvananthapuram,Kerala,125121,noone,protective-serv,40,3115,Rahul,life insurance for one person,12/9/2005,7/7/2020,5%,offline,aadhar shila,HDFC Life Insurance Co. Ltd
3116,Jeyachandran N,Male,4/11/1980,tech-support,indapur,Chennai,Tamil Nadu,770074,noone,other-service,57,3116,Rahul,life insurance for one person,3/4/2001,7/7/2020,5%,offline,Pru Signature,Max Life Insurance Co. Ltd.
3117,JEY LINGAM,Male,3/6/1982,sales,kopargaon,Chennai,Tamil Nadu,523201,noone,sales,47,3117,Ankit,life insurance for one person,3/30/1995,7/7/2020,6%,offline,jeevan anand,HDFC Life Insurance Co. Ltd
3118,antony jeyaraj,Male,10/7/1980,transport-moving,rahata,Dindugal,Tamil Nadu,689594,noone,protective-serv,22,3118,Rahul,life insurance for one person,11/17/2004,7/7/2020,6%,offline,sampoorna nivesh,HDFC Life Insurance Co. Ltd
3119,Judith Farelin,female,12/20/1987,farming-fishing,balkeshwar,Tiruchchirapalli,Tamil Nadu,504313,noone,transport-moving,53,3119,Rahul,life insurance for one person,10/10/2005,7/7/2020,6%,offline,Term Insurance,Bajaj Allianz Life Insurance Co. Ltd.
3120,ABHIJIT RAUT,Male,5/24/1985,adm-clerical,medhava,Daspur,West Bengal,233311,noone,transport-moving,44,3120,suraj,life insurance for one person,10/18/2000,7/7/2020,6%,offline,Health insurance plan,Life Insurance Corporation of India
3121,JAYANT NIMJE,Male,8/30/1974,adm-clerical,Etapalli,Hyderabad,Andhra Pradesh,612603,noone,handlers-cleaners,31,3121,suraj,life insurance for one person,10/22/2011,7/7/2020,6%,online,sanchay,ICICI Prudential Life Insurance Co. Ltd
3122,JITEN JAIN,Male,1/19/1969,armed-forces,kurla,Gurgaon,Haryana,383235,noone,prof-specialty,24,3122,Ankit,life insurance for one person,7/20/2008,7/7/2020,7.5%,offline,jeevan umang,Max Life Insurance Co. Ltd.
3123,avinash singh,Male,29646,protective-serv,rajpur,Allahabad,Uttar Pradesh,847238,noone,machine-op-inspct,49,3123,Ajay,life insurance for one person,4/10/1992,7/7/2020,6%,online,Health insurance plan,Max Life Insurance Co. Ltd.
3124,vikash kumar jh,Male,32839,farming-fishing,kaij,Kolkata,West Bengal,784523,noone,exec-managerial,33,3124,Ankit,life insurance for one person,1/13/1991,7/7/2020,6%,offline,Health insurance plan,Life Insurance Corporation of India
3125,vinay kumar,Male,3/30/1959,protective-serv,rahuri,banda,Uttar Pradesh,173211,noone,farming-fishing,47,3125,Rahul,life insurance for one person,1/12/2010,7/7/2020,6%,online,jeevan umang,HDFC Life Insurance Co. Ltd
3126,MANAS JHA,Male,2/7/1981,tech-support,pratappur,Kolkata,West Bengal,174011,noone,prof-specialty,48,3126,Praveen,life insurance for one person,2/7/2007,7/7/2020,5%,online,sampoorna nivesh,Bajaj Allianz Life Insurance Co. Ltd.
3127,RENU JHANIYA,female,5/5/1985,exec-managerial,pathardi,SIDHI,Madhya Pradesh,312403,noone,transport-moving,40,3127,Rahul,life insurance for one person,8/30/1993,7/7/2020,6%,online,jeevan labh,Max Life Insurance Co. Ltd.
3128,PANKAJ JHA,Male,2/7/1972,handlers-cleaners,artauni,Kolkata,West Bengal,232106,noone,machine-op-inspct,50,3128,Praveen,life insurance for one person,1/21/2009,7/7/2020,5%,online,aadhar shila,Max Life Insurance Co. Ltd.
3129,ramkumar jharia,Male,7/1/1954,armed-forces,Amgaon,Jabalpur,Madhya Pradesh,402107,noone,protective-serv,33,3129,Ankit,life insurance for one person,8/26/2000,7/7/2020,5%,offline,Pru Signature,Max Life Insurance Co. Ltd.
3130,Sanjay Jha,Male,8/5/1978,other-service,baad,Kolkata,West Bengal,480882,noone,tech-support,32,3130,Rahul,life insurance for one person,12/14/1991,7/7/2020,7.5%,offline,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
3131,Sudan Jha,Male,10/16/1975,tech-support,chambal,Bhubaneshwar,Orissa,642113,noone,protective-serv,43,3131,suraj,life insurance for one person,2/13/2003,7/7/2020,7.5%,offline,aadhar shila,Max Life Insurance Co. Ltd.
3132,VIJAY JHA,Male,5/30/1987,sales,pathardi,renukoot,Uttar Pradesh,786152,noone,prof-specialty,31,3132,Ajay,life insurance for one person,7/14/1997,7/7/2020,5%,offline,jeevan anand,Max Life Insurance Co. Ltd.
